iter	Logloss
203	0.004530334721
204	0.004500378449
205	0.004470192292
206	0.004448088558
207	0.004418192027
208	0.004386781655
209	0.004368222414
210	0.004300000042
211	0.004268178015
212	0.004242233673
213	0.00421180173
214	0.004189328505
215	0.004147083666
216	0.004129674728
217	0.004103805841
218	0.004064977763
219	0.004029705432
220	0.004029705432
221	0.004009886371
222	0.003979875308
223	0.003953819435
224	0.003890056388
225	0.003875450125
226	0.003854062147
227	0.003831006752
228	0.003811746247
229	0.003811696486
230	0.003785269278
231	0.003770503451
232	0.003734203635
233	0.003707760023
234	0.003690173057
235	0.003690173057
236	0.003690156386
237	0.003668103856
238	0.003639158164
239	0.003598491468
240	0.003582381897
241	0.003551301251
242	0.003530871945
243	0.003496134874
244	0.003482708734
245	0.003482708734
246	0.003463044708
247	0.003443771893
248	0.003443771893
249	0.003427286223
250	0.003382178299
251	0.003356616999
252	0.003334152395
253	0.00331534056
254	0.003303417392
255	0.003303380495
256	0.003303361359
257	0.003303394751
258	0.003303373803
259	0.003303357568
260	0.0033033626
261	0.003303357099
262	0.003303367547
263	0.003303353828
264	0.003303367078
265	0.003303367078
266	0.003303352939
267	0.003303352939
268	0.003286642331
269	0.003254708589
270	0.003254708589
271	0.003254708589
272	0.003254694971
273	0.003254695474
274	0.003254695474
275	0.003254695474
276	0.003254655139
277	0.003254682426
278	0.003254658275
279	0.003254658275
280	0.003254658275
281	0.003254658275
282	0.003250844634
283	0.003250822882
284	0.003250830915
285	0.003250830915
286	0.003250810538
287	0.003250821892
288	0.003250804265
289	0.003250792961
290	0.003250792961
291	0.003250810638
292	0.003250828668
293	0.003250781909
294	0.003250776693
295	0.003250775603
296	0.003250777347
297	0.003250777347
298	0.00325075427
299	0.003250744307
300	0.003250744307
301	0.003250744307
302	0.003250744307
303	0.003250744307
304	0.003250744307
305	0.003250744307
306	0.003250744307
307	0.003250744307
308	0.003250744307
309	0.003250744307
310	0.003250744777
311	0.003250744777
312	0.00325073302
313	0.00325072606
314	0.00325072606
315	0.00325072606
316	0.00325072606
317	0.00325072606
318	0.00325072606
319	0.00325072606
320	0.00325072606
321	0.00325072606
322	0.00325072606
323	0.00325072606
324	0.00325072606
325	0.00325072606
326	0.00325072606
327	0.00325072606
328	0.00325072606
329	0.00325072606
330	0.00325072606
331	0.00325072606
332	0.00325072606
333	0.00325072606
334	0.00325072606
335	0.003250721129
336	0.003250721129
337	0.003250721129
338	0.003250742228
339	0.003250742228
340	0.003250742228
341	0.003250742228
342	0.003250742228
343	0.003250742228
344	0.003250719687
345	0.003250705029
346	0.003250705029
347	0.003250705029
348	0.003250705029
349	0.003250705029
350	0.003250705029
351	0.003250713297
352	0.003250713582
353	0.003250696308
354	0.003250679905
355	0.003250694983
356	0.003250694983
357	0.003250694983
358	0.003250694983
359	0.003250694983
360	0.003250694983
361	0.003250694983
362	0.003250694983
363	0.003250694983
364	0.003250672039
365	0.003250672039
366	0.003250672039
367	0.003250672039
368	0.003250672039
369	0.003250672039
370	0.003250672039
371	0.003250672039
372	0.003250672039
373	0.003250672039
374	0.003250672039
375	0.003250672039
376	0.003250672039
377	0.003250672039
378	0.003250672039
379	0.003250701255
380	0.003250701255
381	0.003250701255
382	0.003250701255
383	0.003250701255
384	0.003250701255
385	0.003250701255
386	0.003250701255
387	0.003250701255
388	0.003250701255
389	0.00325067006
390	0.003250664693
391	0.003250664693
392	0.003250664693
393	0.003250664693
394	0.003250664693
395	0.003250664693
396	0.003250664693
397	0.003250664693
398	0.003250664693
399	0.003250664693
400	0.003250664693
401	0.003250664693
402	0.003250664693
403	0.003250664693
404	0.003250664693
405	0.003250664693
406	0.003250664693
407	0.003250664693
408	0.003250664693
409	0.003250664693
410	0.003250664693
411	0.003250664693
412	0.003250664693
413	0.003250664693
414	0.003250664693
415	0.003250664693
416	0.003250664693
417	0.003250664693
418	0.003250664693
419	0.003250664693
420	0.003250664693
421	0.003250664693
422	0.003250664693
423	0.003250664693
424	0.003250664693
425	0.003250664693
426	0.003250664693
427	0.003250664693
428	0.003250664693
429	0.003250664693
430	0.003250664693
431	0.003250664693
432	0.003250664693
433	0.003250664693
434	0.003250664693
435	0.003250664693
436	0.003250664693
437	0.003250664693
438	0.003250664693
439	0.003250664693
440	0.003250664693
441	0.003250664693
442	0.003250664693
443	0.003250664693
444	0.003250664693
445	0.003250664693
446	0.003250664693
447	0.003250664693
448	0.003250664693
449	0.003250664693
450	0.003250664693
451	0.003250664693
452	0.003250664693
453	0.003250664693
454	0.003250664693
455	0.003250664693
456	0.003250664693
457	0.003250664693
458	0.003250664693
459	0.003250664693
460	0.003250664693
461	0.003250664693
462	0.003250664693
463	0.003250664693
464	0.003250664693
465	0.003250664693
466	0.003250664693
467	0.003250664693
468	0.003250664693
469	0.003250664693
470	0.003250664693
471	0.003250664693
472	0.003233750211
473	0.003233750211
474	0.003233750211
475	0.003211150463
476	0.003197757614
477	0.003180213246
478	0.00314484027
479	0.003122089662
480	0.00312209456
481	0.00312208656
482	0.003122068027
483	0.003122083004
484	0.003122048505
485	0.003122031214
486	0.003122040505
487	0.003122008069
488	0.003122008069
489	0.003103088796
490	0.003079731985
491	0.003079731985
492	0.0030625235
493	0.003052596753
494	0.003029860737
495	0.003029854683
496	0.003029824913
497	0.003029793953
498	0.003029752528
499	0.003029752528
500	0.003029752528
501	0.003029752528
502	0.003029751404
503	0.003029714758
504	0.003029714758
505	0.003009618466
506	0.002953171204
507	0.002930349737
508	0.002924860294
509	0.002903692055
510	0.002890699104
511	0.002874654188
512	0.002840006458
513	0.002840011288
514	0.002805348213
515	0.002795206977
516	0.002771931122
517	0.002771931122
518	0.002762637548
519	0.002762636592
520	0.002746920529
521	0.002746932252
522	0.002711584366
523	0.002688729742
524	0.002656508722
525	0.002627416096
526	0.002595238246
527	0.002569068722
528	0.002557239114
529	0.002544494128
530	0.00253002602
531	0.002517694543
532	0.002492480723
533	0.002492480723
534	0.002473566087
535	0.002433134073
536	0.002433126979
537	0.002415805219
538	0.002415805219
539	0.002415778251
540	0.002411491773
541	0.002393786609
542	0.002378854184
543	0.002378854184
544	0.002378854184
545	0.002378854184
546	0.002341902629
547	0.002332970119
548	0.002332962891
549	0.002332939486
550	0.002332933373
551	0.002332933373
552	0.002332933373
553	0.002332922849
554	0.002327830327
555	0.002309342676
556	0.002290614262
557	0.002290597935
558	0.002290618279
559	0.002290618279
560	0.002290606471
561	0.002290601205
562	0.002290587209
563	0.002290575931
564	0.002290569708
565	0.002290555679
566	0.002290570664
567	0.002290551931
568	0.002290551931
569	0.002290551931
570	0.002290543545
571	0.002290552207
572	0.002290552207
573	0.002290523302
574	0.002290534371
575	0.002290535226
576	0.002290535226
577	0.002290529147
578	0.002290529147
579	0.002290536644
580	0.002290536644
581	0.002290521918
582	0.002290516929
583	0.002290516929
584	0.002290518816
585	0.002290499948
586	0.002290499948
587	0.002290491218
588	0.002290501189
589	0.002290501189
590	0.002290500853
591	0.002290488023
592	0.002290488023
593	0.002290488023
594	0.002290462447
595	0.002290440577
596	0.002290442254
597	0.002290442254
598	0.002290442254
599	0.00229043443
600	0.00229043625
601	0.00229043625
602	0.00229043625
603	0.00229042934
604	0.002290417449
605	0.002290417449
606	0.002277199811
607	0.002264345837
608	0.002264330902
609	0.002230246307
610	0.002213064371
611	0.002213064371
612	0.002213025771
613	0.002213028714
614	0.002213021972
615	0.002212988706
616	0.002212978685
617	0.002212970853
618	0.002212961436
619	0.002212961436
620	0.00221293991
621	0.002212925302
622	0.002212914501
623	0.002212885235
624	0.002212882275
625	0.002212882275
626	0.00221287435
627	0.00221285778
628	0.002212833277
629	0.0022128223
630	0.0022128223
631	0.0022128223
632	0.0022128223
633	0.0022128223
634	0.002212831348
635	0.002212807348
636	0.002212807348
637	0.002203626101
638	0.002203626101
639	0.002203616868
640	0.002203590747
641	0.002188904543
642	0.002188892887
643	0.002155290538
644	0.002155292643
645	0.002155292643
646	0.002155292643
647	0.002155292643
648	0.002155241045
649	0.002155241045
650	0.002155241045
651	0.002155178044
652	0.002155178044
653	0.002155202396
654	0.002155202396
655	0.00215514731
656	0.00215514731
657	0.002155153926
658	0.002155153926
659	0.002155142555
660	0.002155142555
661	0.002155142555
662	0.002155137742
663	0.002155137742
664	0.002155120182
665	0.002155120182
666	0.002155106874
667	0.002155106874
668	0.002155106874
669	0.002155109473
670	0.002155109473
671	0.002150718032
672	0.002150677537
673	0.002150677537
674	0.002150651474
675	0.002150651474
676	0.002150648858
677	0.002150639717
678	0.002150588246
679	0.002150581697
680	0.002150584237
681	0.002150557412
682	0.002150576112
683	0.002150561336
684	0.00215054589
685	0.002150533026
686	0.002150516221
687	0.002150499617
688	0.002150484825
689	0.002150484825
690	0.002150484447
691	0.002150484447
692	0.002150471441
693	0.00215044381
694	0.002150433294
695	0.002150424255
696	0.002138892088
697	0.002119296557
698	0.002109663655
699	0.002102132381
700	0.002102132381
701	0.002102132381
702	0.002084827217
703	0.002084818932
704	0.002084818932
705	0.002084818932
706	0.002084818932
707	0.002084792022
708	0.002084792022
709	0.002084790982
710	0.002084790982
711	0.002084791343
712	0.002084791343
713	0.00208478071
714	0.00208478071
715	0.002084776299
716	0.002084776299
717	0.002084718303
718	0.002084718303
719	0.0020757376
720	0.002055650809
721	0.002055637828
722	0.002055637828
723	0.002055637828
724	0.002055637828
725	0.002055666347
726	0.002055612478
727	0.002055552964
728	0.002055458625
729	0.002055423698
730	0.002055368176
731	0.002055360394
732	0.002055360394
733	0.002055343631
734	0.00205525221
735	0.0020552692
736	0.00205524338
737	0.002055143766
738	0.002055142064
739	0.002055149292
740	0.002055115062
741	0.002055127129
742	0.00205513097
743	0.00205508229
744	0.002055083565
745	0.002055075892
746	0.002055073393
747	0.002055060052
748	0.00205504307
749	0.002055030693
750	0.002055015817
751	0.002055009947
752	0.002054978215
753	0.002054978215
754	0.00205499398
755	0.00205499398
756	0.00205499398
757	0.002054986417
758	0.002054970618
759	0.002054970618
760	0.002054968882
761	0.002054973788
762	0.002054951565
763	0.002054951565
764	0.002054946568
765	0.002054940085
766	0.002054940085
767	0.002054940085
768	0.00205492136
769	0.002054916807
770	0.002054916807
771	0.002054916807
772	0.002054884807
773	0.002054884807
774	0.002054881545
775	0.002054836312
776	0.002054830786
777	0.002054843851
778	0.00205479518
779	0.002054795264
780	0.002054780178
781	0.002054776522
782	0.002054799147
783	0.002054799147
784	0.002054799147
785	0.002054778384
786	0.002054778384
787	0.002054778384
788	0.002054778384
789	0.002054702057
790	0.002054702057
791	0.002054761881
792	0.002054772086
793	0.002054772086
794	0.002054772086
795	0.002054772086
796	0.002054745839
797	0.00205475539
798	0.002054754761
799	0.002054754761
800	0.00205471222
801	0.002054731818
802	0.00205473196
803	0.002054716631
804	0.002054716631
805	0.002054716631
806	0.002054733956
807	0.002054733956
808	0.002054676036
809	0.002054673126
810	0.002054673126
811	0.002054674401
812	0.002054658241
813	0.002054658241
814	0.002054658241
815	0.002054622258
816	0.002054622258
817	0.002054623776
818	0.002054613998
819	0.00205460152
820	0.00205460152
821	0.002054609814
822	0.002054627525
823	0.002054585462
824	0.002054585462
825	0.002054585462
826	0.002054589034
827	0.002054589034
828	0.002054589034
829	0.002054589034
830	0.002054589034
831	0.002054589034
832	0.002054589034
833	0.002054589034
834	0.002054581973
835	0.002054581973
836	0.00205459233
837	0.00205459233
838	0.00205459233
839	0.002051931994
840	0.002051907575
841	0.002051909646
842	0.002051860472
843	0.002051872464
844	0.002051851088
845	0.00205183996
846	0.00205183996
847	0.002041953826
848	0.002029043584
849	0.002029051575
850	0.002029026594
851	0.002008178748
852	0.002008178748
853	0.002008182597
854	0.002008181306
855	0.002008193792
856	0.002008193792
857	0.002008193792
858	0.002008193792
859	0.002008193792
860	0.002008188669
861	0.002008156325
862	0.002008150497
863	0.002008142346
864	0.002008161474
865	0.002008147663
866	0.001994802998
867	0.001994785078
868	0.001994785078
869	0.001994785078
870	0.001994785078
871	0.001994785078
872	0.001994785078
873	0.001994785078
874	0.001994785078
875	0.001994785078
876	0.001994785078
877	0.001994785078
878	0.001994785078
879	0.001994785078
880	0.001994785078
881	0.001994785078
882	0.001994785078
883	0.001994785078
884	0.001994774906
885	0.001994774906
886	0.001994774906
887	0.001994774906
888	0.001994774906
889	0.001994774906
890	0.001994774906
891	0.001994774906
892	0.001994774906
893	0.001994774906
894	0.001994774906
895	0.001994774906
896	0.001994774906
897	0.001994774906
898	0.001994774906
899	0.001994774906
900	0.001994774906
901	0.001994774906
902	0.001994774906
903	0.001994774906
904	0.001994774906
905	0.001994774906
906	0.001994774906
907	0.001994774906
908	0.001994774906
909	0.001994774906
910	0.001994774906
911	0.001994774906
912	0.001994774906
913	0.001994774906
914	0.001994774906
915	0.001994774906
916	0.001994774906
917	0.001994774906
918	0.001994774906
919	0.001994774906
920	0.001994774906
921	0.001994774906
922	0.001994774906
923	0.001994774906
924	0.001994774906
925	0.001994774906
926	0.001994774906
927	0.001994774906
928	0.001994774906
929	0.001994774906
930	0.001994774906
931	0.001994774906
932	0.001994774906
933	0.001994774906
934	0.001994774906
935	0.001994774906
936	0.001994757229
937	0.001994757229
938	0.001994733136
939	0.001994733136
940	0.001994733136
941	0.001994733136
942	0.001994733136
943	0.001994733136
944	0.001994733136
945	0.001994733136
946	0.001994733136
947	0.001994733136
948	0.001994733136
949	0.001994733136
950	0.001994733136
951	0.001994733136
952	0.001994733136
953	0.001994733136
954	0.001994733136
955	0.001994733136
956	0.001994733136
957	0.001994733136
958	0.001994733136
959	0.001994733136
960	0.001994733136
961	0.001994733136
962	0.001994733136
963	0.001994733136
964	0.001994733136
965	0.001994738864
966	0.001994712013
967	0.001994712013
968	0.001994712013
969	0.001994712013
970	0.001994712013
971	0.001994712013
972	0.001994712013
973	0.001994712013
974	0.001994712013
975	0.001994712013
976	0.001994660701
977	0.001994652088
978	0.001994622286
979	0.001994622286
980	0.001994622286
981	0.001994622286
982	0.001994622286
983	0.001994622286
984	0.001994622286
985	0.001994622286
986	0.001994622286
987	0.001994604458
988	0.001994604458
989	0.001994604458
990	0.001994604458
991	0.001994604458
992	0.001994602185
993	0.001994602185
994	0.001994602185
995	0.001994602185
996	0.001994602185
997	0.001994602185
998	0.001994588349
999	0.001994566848
